Name,ID,Category,Sub-Category,Quantity,Sale Price,Tax,Total Price,Buy Cost,Profit,Expiration Date
lXuxSsjWzZJzMXGE,70,-1,-1,528,9324.93,0.1,9325.03,1814.15,7510.78,-1
sPepkWsRiLonfdXYfjSl,71,-1,-1,835,6401.83,0.1,6401.93,23.5588,6378.27,-1
xkPlDaHFRbOXV,72,-1,-1,507,662.662,0.1,662.762,177.576,485.086,-1
zUAPhKoHmvjFGUNRnhsenvA,73,-1,-1,376,2136.58,0.1,2136.68,834.328,1302.25,-1
cgNwrHoIYROufChihisjFqWycGa,74,-1,-1,954,5081.1,0.1,5081.2,640.38,4440.72,-1
MsPEzeOhvEAPJWmvUdhqDMTwjCVHVC,75,-1,-1,975,5048.68,0.1,5048.78,758.508,4290.17,-1
jwOQoFyjmmbpqKBrQlOWVqwXWEWP,76,-1,-1,617,7562.01,0.1,7562.11,3192.65,4369.36,-1
hBmElyohJQgAoEwmMuYW,77,-1,-1,150,9605.83,0.1,9605.93,2617.28,6988.55,-1
mSCjPFTeOmJcPeKePQpio,78,-1,-1,903,6068.88,0.1,6068.98,290.452,5778.43,-1
bfp,79,-1,-1,728,5224.3,0.1,5224.4,929.668,4294.63,-1
zWsfqaRpXDqAcKhlpWPMBnDCJ,80,-1,-1,196,6384.19,0.1,6384.29,1622.01,4762.18,-1
RVxgoxoMWhB,81,-1,-1,92,9646.63,0.1,9646.73,835.233,8811.4,-1
dwQOUEyKHIqkdeVDIwhvHzizm,82,-1,-1,158,260.989,0.1,261.089,73.4184,187.57,-1
cseOIxcKusoTajysYgFdqtZAK,83,-1,-1,184,8884.34,0.1,8884.44,2323.36,6560.97,-1
TlyQYjpToqTlHfq,84,-1,-1,460,8080.63,0.1,8080.73,3825.77,4254.86,-1
ZmGNg,85,-1,-1,219,4281.63,0.1,4281.73,1153.05,3128.58,-1
zsGERWW,86,-1,-1,378,6736.73,0.1,6736.83,1110.16,5626.58,-1
AoTZtNYieiefGfZWOClQxtDvUy,87,-1,-1,514,8550.09,0.1,8550.19,2063.92,6486.17,-1
bZIrbWxtNLrAHiEu,88,-1,-1,591,4230.62,0.1,4230.72,1942.28,2288.34,-1
Q,89,-1,-1,872,7988.5,0.1,7988.6,790.908,7197.59,-1
tgYmQdeBCevq,90,-1,-1,522,9952.8,0.1,9952.9,3982.46,5970.33,-1
CQTk,91,-1,-1,953,4758.87,0.1,4758.97,279.749,4479.12,-1
srGuZWqvffByqs,92,-1,-1,540,97.621,0.1,97.721,36.0407,61.5803,-1
NCfaXjWiEkq,93,-1,-1,707,488.139,0.1,488.239,84.7496,403.389,-1
hDZal,94,-1,-1,592,5362.7,0.1,5362.8,918.568,4444.13,-1
LGoCytLp,95,-1,-1,919,9149.12,0.1,9149.22,1548.17,7600.95,-1
AUrUBOVtwdhLHKAYMBaZQDfLj,96,-1,-1,846,5482.71,0.1,5482.81,1074.86,4407.85,-1
ejMipxAPW,97,-1,-1,755,5317.46,0.1,5317.56,567.798,4749.66,-1
wmEzOriFbebdGCesfZrtsxlc,98,-1,-1,678,6552.67,0.1,6552.77,924.979,5627.69,-1
eSzZBdfSazpeBR,99,-1,-1,713,6351.08,0.1,6351.18,408.127,5942.95,-1
sLovRMg,100,NonPerishable,-1,897,2848.13,0.1,2848.23,199.378,2648.75,-1
eWwRvqhxCrwSgAsXVKn,101,NonPerishable,-1,975,1198.9,0.1,1199,499.159,699.746,-1
TmbkfAmGaOHHsuLcfFnEKkCOlX,102,NonPerishable,-1,451,1257.36,0.1,1257.46,375.264,882.095,-1
pdzIAsVMqOuxadrYjPYTRpDoPtW,103,NonPerishable,-1,921,6498.5,0.1,6498.6,882.327,5616.17,-1
AtCvrseKyLJzYQkBdBMSRD,104,NonPerishable,-1,377,7314.04,0.1,7314.14,2584.35,4729.68,-1
zrWjGoZbTqVNNpYtDNTIsZvAnBlE,105,NonPerishable,-1,835,5861.47,0.1,5861.57,1846.89,4014.57,-1
bhOPmxCJACjxxsTPhTE,106,NonPerishable,-1,611,531.207,0.1,531.307,161.168,370.039,-1
gqncoYJulODRrkAHDAVvO,107,NonPerishable,-1,826,4662.14,0.1,4662.24,2042.31,2619.82,-1
EDMZWauggTH,108,NonPerishable,-1,521,2108,0.1,2108.1,81.5852,2026.41,-1
tFFVjxmPwijTJIoqICgJYJIrv,109,NonPerishable,-1,946,1330.86,0.1,1330.96,638.767,692.095,-1
azxm,110,NonPerishable,-1,145,5836.33,0.1,5836.43,1315.19,4521.15,-1
KJuWkLv,111,NonPerishable,-1,240,8863.69,0.1,8863.79,2437.54,6426.15,-1
pgyOrPglUqEUiYMVapwopLCkoy,112,NonPerishable,-1,1,1345.74,0.1,1345.84,483.799,861.939,-1
SUdkQCfOZKINjFqZqISeYHyxxJ,113,NonPerishable,-1,469,7198.25,0.1,7198.35,1947.14,5251.11,-1
ePogMoZ,114,NonPerishable,-1,158,1092.51,0.1,1092.61,233.379,859.126,-1
qniutc,115,NonPerishable,-1,536,5251.72,0.1,5251.82,2511.06,2740.67,-1
ggyAyFtdcOEadyChbKvBTtBEC,116,NonPerishable,-1,769,7905.45,0.1,7905.55,1341.14,6564.32,-1
mxHBaCkOsEkXzsZNWzKZbq,117,NonPerishable,-1,12,3630.46,0.1,3630.56,1206.77,2423.7,-1
BLcqcIW,118,NonPerishable,-1,290,237.467,0.1,237.567,96.35,141.117,-1
yCghNBTcqtb,119,NonPerishable,-1,575,7836.73,0.1,7836.83,3279.24,4557.49,-1
EmWotFVFWjIvvsjhWdizmZJnmvCKjJqC,120,NonPerishable,-1,545,7729.21,0.1,7729.31,2610.18,5119.03,-1
xDRFaoGpXmAVXwMmPkbsQENkrLOvWD,121,NonPerishable,-1,864,8850.13,0.1,8850.23,2822.54,6027.59,-1
wPnIZHRiL,122,NonPerishable,-1,538,5254.21,0.1,5254.31,2215.21,3039,-1
ydUhouNyAkIuO,123,NonPerishable,-1,650,7451.14,0.1,7451.24,3559.77,3891.37,-1
LDzPqLXxC,124,NonPerishable,-1,587,7451.7,0.1,7451.8,2982.46,4469.23,-1
hnqwOUUsxaEEAnGttngU,125,NonPerishable,-1,142,4239.83,0.1,4239.93,1616.59,2623.24,-1
ATxUInJADANKmqld,126,NonPerishable,-1,848,4385.01,0.1,4385.11,1876.28,2508.74,-1
VMqAatoNtPSTvzHRgdCYlgRfAMQ,127,NonPerishable,-1,436,9349.28,0.1,9349.38,4071.4,5277.88,-1
KqaioVGsafw,128,NonPerishable,-1,432,677.129,0.1,677.229,183.218,493.911,-1
dJJItByHjcSKtOuqLw,129,NonPerishable,-1,785,1521.07,0.1,1521.17,94.4823,1426.59,-1
pBYaCBaOnW,130,NonPerishable,-1,346,8263.88,0.1,8263.98,2416.71,5847.17,-1
uXvepEUfUlfIDwoUuz,131,NonPerishable,-1,130,1445.56,0.1,1445.66,452.26,993.303,-1
GaesleaKnjcPFSUDKhaU,132,NonPerishable,-1,341,8379.1,0.1,8379.2,64.4654,8314.64,-1
KgGyPWAFRYrRPRmHSIfKtSNBGXEwmj,133,NonPerishable,-1,906,504.863,0.1,504.963,101.972,402.891,-1
FYciMtVdVxnUSKjYpoPqqLolIr,134,NonPerishable,-1,501,5706.5,0.1,5706.6,2496.55,3209.95,-1
SvfGQZQpNiyJDjVUPOsK,135,NonPerishable,-1,442,2243.35,0.1,2243.45,1028.66,1214.68,-1
hqu,136,NonPerishable,-1,714,8816.37,0.1,8816.47,4099.81,4716.56,-1
UoDqEYEcKOe,137,NonPerishable,-1,710,2272.89,0.1,2272.99,722.509,1550.38,-1
PjpNQEzJ,138,NonPerishable,-1,6,3898.29,0.1,3898.39,1814.3,2083.98,-1
gOwUgOwQRRstRYjC,139,NonPerishable,-1,295,1171.18,0.1,1171.28,127.314,1043.87,-1
InQ,140,NonPerishable,-1,659,7750.79,0.1,7750.89,1785.09,5965.7,-1
HScTXkssED,141,NonPerishable,-1,799,1773.12,0.1,1773.22,190.351,1582.76,-1
YqAeZqQOFjFFBr,142,NonPerishable,-1,575,8919.39,0.1,8919.49,3934.28,4985.11,-1
ye,143,NonPerishable,-1,310,1999.62,0.1,1999.72,468.698,1530.93,-1
zw,144,NonPerishable,-1,226,7524.65,0.1,7524.75,3149.04,4375.61,-1
LnVDNbkaRWfijZGLvmnh,145,NonPerishable,-1,47,9825.24,0.1,9825.34,1731.35,8093.89,-1
AvuKVsqnVoXJmuOBRgaGQrQgXrTuo,146,NonPerishable,-1,571,297.284,0.1,297.384,80.2987,216.985,-1
GzBRCLYmXjoLvSsqbWolpLYp,147,NonPerishable,-1,223,9165.51,0.1,9165.61,62.4966,9103.01,-1
jRnnxQcuxghhFPylEgKVjfz,148,NonPerishable,-1,555,836.648,0.1,836.748,176.625,660.023,-1
AkdEoDKTrzYnaU,149,NonPerishable,-1,570,887.694,0.1,887.794,317.422,570.272,-1
cxmHqtAYWolNjWsI,150,NonPerishable,-1,111,9029.5,0.1,9029.6,446.939,8582.56,-1
cwF,151,NonPerishable,-1,318,5349.25,0.1,5349.35,810.151,4539.09,-1
xJhksexcrDmTjHvkIUqUPsi,152,NonPerishable,-1,139,9354.06,0.1,9354.16,152.931,9201.13,-1
DGmRaPmLxGXYrrClF,153,NonPerishable,-1,504,1010.14,0.1,1010.24,34.0043,976.138,-1
AWoOQhTUutivohXEEyU,154,NonPerishable,-1,411,8868.82,0.1,8868.92,792.029,8076.79,-1
HrAbywgrljxUm,155,NonPerishable,-1,828,8166.01,0.1,8166.11,2031.39,6134.61,-1
b,156,NonPerishable,-1,755,2171.12,0.1,2171.22,418.912,1752.21,-1
DCHHKsWjTUyKAlWcHTbLHj,157,NonPerishable,-1,519,7240.99,0.1,7241.09,32.4523,7208.54,-1
gRSBIfCgQBFSQCi,158,NonPerishable,-1,972,4514.8,0.1,4514.9,986.572,3528.23,-1
aoNugXUWSRUXbx,159,NonPerishable,-1,535,9815.67,0.1,9815.77,2609.15,7206.52,-1
aP,160,NonPerishable,-1,713,5846.91,0.1,5847.01,2071.58,3775.32,-1
immnjDOBY,161,NonPerishable,-1,447,9025.52,0.1,9025.62,2291.81,6733.71,-1
fkx,162,NonPerishable,-1,350,1360.56,0.1,1360.66,468.565,891.996,-1
oMcJCVNAZGSXB,163,NonPerishable,-1,197,2083.33,0.1,2083.43,354.835,1728.5,-1
jHiavoHYDrHtYoFmSTapgZIvSeFbdroM,164,NonPerishable,-1,19,6753.88,0.1,6753.98,3242.62,3511.27,-1
zePxVZbqMxiivEeFOPhMYLIaVUNMzWz,165,NonPerishable,-1,211,6523.49,0.1,6523.59,2467.88,4055.62,-1
pBZzanmdPaXoonpfXkib,166,NonPerishable,-1,120,6559.73,0.1,6559.83,1766.45,4793.28,-1
cQGsYrNmBH,167,NonPerishable,-1,393,6227.08,0.1,6227.18,2689.9,3537.18,-1
NPdhyYppMpAWQpZYzYIFr,168,NonPerishable,-1,84,2475.03,0.1,2475.13,942.969,1532.06,-1
niRMstFUhBFl,169,NonPerishable,-1,11,2649.68,0.1,2649.78,208.133,2441.55,-1
iGOsNxZSlKFJrCUQiIzHFAW,170,NonPerishable,-1,876,6145.26,0.1,6145.36,1926.68,4218.58,-1
rUkcEHFlR,171,NonPerishable,-1,932,4990.11,0.1,4990.21,530.691,4459.42,-1
SW,172,NonPerishable,-1,679,5360.85,0.1,5360.95,2424.55,2936.3,-1
jVtwaVLC,173,NonPerishable,-1,956,7917.45,0.1,7917.55,214.509,7702.94,-1
COFfItjSLRntriBJf,174,NonPerishable,-1,587,2723.97,0.1,2724.07,1295.8,1428.17,-1
fVpBpNhYszyqJWXJAsGSUKcIRIBSHdD,175,NonPerishable,-1,852,8904.22,0.1,8904.32,1608.09,7296.13,-1
UZGxENFeUohqnOsD,176,NonPerishable,-1,790,3469.66,0.1,3469.76,1282.42,2187.25,-1
ZdmOstOxFBs,177,NonPerishable,-1,65,8969.57,0.1,8969.67,4058.6,4910.97,-1
QIpazRWsgywjEjsFPsVF,178,NonPerishable,-1,752,7896.88,0.1,7896.98,43.6115,7853.27,-1
SjDaWjXGYIrtAYGYsaQ,179,NonPerishable,-1,493,2310.55,0.1,2310.65,845.571,1464.98,-1
VDdamFHwNsJfATTEny,180,NonPerishable,-1,775,7806.37,0.1,7806.47,1279.23,6527.15,-1
lIFPynXKzskSLHgRcHGnysn,181,NonPerishable,-1,575,7590.25,0.1,7590.35,676.255,6914,-1
FYyEuWBjOxDMCDHYmPsyvjiQASE,182,NonPerishable,-1,378,5371.71,0.1,5371.81,834.506,4537.21,-1
D,183,NonPerishable,-1,266,195.442,0.1,195.542,53.7434,141.699,-1
WQXDmWTtAJLAGICrtCdNrAPocPIW,184,NonPerishable,-1,465,1974.99,0.1,1975.09,288.78,1686.21,-1
sCIzeVuYWtdnEDpP,185,NonPerishable,-1,619,2406.38,0.1,2406.48,1134.37,1272.01,-1
wbLRoJjfwdEvGYlDzjwXOXrD,186,NonPerishable,-1,695,7111.94,0.1,7112.04,496.409,6615.53,-1
BVNrDAgxMAVQztCe,187,NonPerishable,-1,4,3988.2,0.1,3988.3,405.348,3582.85,-1
EHWcSiwtmH,188,NonPerishable,-1,459,5940,0.1,5940.1,1509.69,4430.31,-1
yXwqVzW,189,NonPerishable,-1,288,3379.92,0.1,3380.02,429.65,2950.27,-1
hsxCdIbUoOodZOjutOqVA,190,NonPerishable,-1,380,4717.41,0.1,4717.51,1301.18,3416.23,-1
djkGqMDBlmD,191,NonPerishable,-1,469,6952.55,0.1,6952.65,39.5442,6913.01,-1
mKedCTjVmjMJqwYkwfHFOw,192,NonPerishable,-1,372,2917.99,0.1,2918.09,1364.37,1553.61,-1
WcfQShqcQ,193,NonPerishable,-1,608,1053.98,0.1,1054.08,476.02,577.956,-1
ZDnBfEqxBkmvteeyBdiiWI,194,NonPerishable,-1,669,3852.48,0.1,3852.58,576.551,3275.93,-1
SzuihAeiOUdCHHJD,195,NonPerishable,-1,739,888.879,0.1,888.979,394.756,494.124,-1
lRQhaGjTiukSSrSAmWLLDdIxk,196,NonPerishable,-1,14,1199.66,0.1,1199.76,183.268,1016.39,-1
gvqPaph,197,NonPerishable,-1,518,8262.38,0.1,8262.48,2453.38,5809,-1
dYHtKAKsVxI,198,NonPerishable,-1,208,6937.12,0.1,6937.22,3112.08,3825.04,-1
DRoiDGGOmRLPTpSPLaNvUwTMxAI,199,NonPerishable,-1,899,6325.61,0.1,6325.71,796.167,5529.44,-1
qOxRnBismknCjtqnDTprANEGDTDpCgHp,200,NonPerishable,-1,727,2620.71,0.1,2620.81,376.044,2244.66,-1
ZRduMPtSVTFpDsLEgnHuQuxDWTRBl,201,NonPerishable,-1,401,8859.98,0.1,8860.08,18.528,8841.45,-1
IeoCbbbXiAymNsyHuhGygewbvEwvFY,202,NonPerishable,-1,103,3510.78,0.1,3510.88,900.945,2609.83,-1
bmohyAmxYMDmCG,203,NonPerishable,-1,516,7438.9,0.1,7439,1216.53,6222.37,-1
PIoHHclWuPXFgXjtdyHahiJebvy,204,NonPerishable,-1,383,4072.77,0.1,4072.87,1287.06,2785.71,-1
MTkgLUcHgnrtUcSip,205,NonPerishable,-1,610,9038.86,0.1,9038.96,4323.56,4715.3,-1
JqXwTFAC,206,NonPerishable,-1,986,5305.24,0.1,5305.34,247.678,5057.56,-1
QWuanLHRMZX,207,NonPerishable,-1,597,2234.21,0.1,2234.31,724.118,1510.09,-1
gePYjXWGnNHFfDxyzHKnKRwcsjaF,208,NonPerishable,-1,916,9123.97,0.1,9124.07,2164.95,6959.02,-1
HEYtCeoeFIozCeJRcONgtcYdNS,209,NonPerishable,-1,725,4304.49,0.1,4304.59,1639.6,2664.88,-1
DrcpIbXJYnACpjMhsTQChZIlEjO,210,NonPerishable,-1,358,7125.72,0.1,7125.82,1291.84,5833.88,-1
jcoHSgtGfXWYlOsMMCP,211,NonPerishable,-1,390,2085.96,0.1,2086.06,398.039,1687.92,-1
oXBsNOlxYI,212,NonPerishable,-1,699,7151.6,0.1,7151.7,1452.37,5699.23,-1
PnKlQKJLOxDxI,213,NonPerishable,-1,605,8620.58,0.1,8620.68,2439.28,6181.3,-1
WyiLDiLpfLTQfoSx,214,NonPerishable,-1,964,8976.51,0.1,8976.61,1038.47,7938.04,-1
IdnTQIGxuQioxHLN,215,NonPerishable,-1,203,9670.3,0.1,9670.4,1254.89,8415.41,-1
UoEBxMKeda,216,NonPerishable,-1,62,1752.18,0.1,1752.28,707.325,1044.85,-1
FeYPaXaYKMFcQBccoCCvaOQKe,217,NonPerishable,-1,420,5718.17,0.1,5718.27,1534.29,4183.88,-1
NCbrWchdHmZgbwKDgfXUgcZ,218,NonPerishable,-1,368,9475.55,0.1,9475.65,3428.63,6046.92,-1
NkpnperFZlVU,219,NonPerishable,-1,357,7825.47,0.1,7825.57,957.415,6868.06,-1
DPrVStLUKFwhPdoRhrLRKemw,220,NonPerishable,-1,399,3970.96,0.1,3971.06,150.369,3820.6,-1
SOPZNdfEsTTZoTOeWPaf,221,NonPerishable,-1,693,3783.01,0.1,3783.11,287.125,3495.89,-1
cMDmeUYNYQJOeBL,222,NonPerishable,-1,727,9410.72,0.1,9410.82,1302.01,8108.71,-1
POTCbcsix,223,NonPerishable,-1,754,3783.98,0.1,3784.08,481.505,3302.48,-1
whIMTsWMnewIxCJrPpJJxTaICyiywj,224,NonPerishable,-1,168,2219.8,0.1,2219.9,799.973,1419.83,-1
ZdQKghTAI,225,NonPerishable,-1,653,4634.75,0.1,4634.85,354.192,4280.55,-1
znTfRfTEQI,226,NonPerishable,-1,386,1083.94,0.1,1084.04,272.24,811.704,-1
sBPUQdubTp,227,NonPerishable,-1,978,594.427,0.1,594.527,175.082,419.345,-1
d,228,NonPerishable,-1,296,308.234,0.1,308.334,136.6,171.634,-1
mtVIbfSCdAxzCpAgqt,229,NonPerishable,-1,448,9809.53,0.1,9809.63,3507.62,6301.9,-1
mixaoMnKrMySaThUh,230,NonPerishable,-1,116,1764.44,0.1,1764.54,248.882,1515.56,-1
jqbxstV,231,NonPerishable,-1,777,3618.24,0.1,3618.34,452.642,3165.6,-1
BaZQDDLnLfZmXBjFNtjApTrBuHsKD,232,NonPerishable,-1,727,405.517,0.1,405.617,66.5788,338.938,-1
OPa,233,NonPerishable,-1,929,9154.09,0.1,9154.19,4555.16,4598.93,-1
accDkWQSyrvqsXYmEZcdTJIZZKa,234,NonPerishable,-1,79,3903.99,0.1,3904.09,801.917,3102.07,-1
fIkMkbuYLEWhlSkBHOFLeewhmy,235,NonPerishable,-1,653,7214.24,0.1,7214.34,1078.16,6136.08,-1
voamwHWCEuABSMYjClyvFmKtvoNo,236,NonPerishable,-1,85,1508.37,0.1,1508.47,679.469,828.901,-1
eEBdbcdMNHSLx,237,NonPerishable,-1,431,4861.22,0.1,4861.32,1825.99,3035.23,-1
wPLCK,238,NonPerishable,-1,721,7720.8,0.1,7720.9,2454.19,5266.62,-1
IKBqDEFhaHZ,239,NonPerishable,-1,723,1855.56,0.1,1855.66,16.3309,1839.23,-1
DfENoC,240,NonPerishable,-1,876,376.319,0.1,376.419,66.2158,310.103,-1
FivZgvMtAi,241,NonPerishable,-1,945,7430.09,0.1,7430.19,155.844,7274.24,-1
cgRdptZCQpMHjiCZtpQ,242,NonPerishable,-1,792,9143,0.1,9143.1,490.846,8652.15,-1
GGGSZtr,243,NonPerishable,-1,43,1919.72,0.1,1919.82,751.129,1168.59,-1
rQWNqwrZQsTiUKGGJIm,244,NonPerishable,-1,456,8528.75,0.1,8528.85,11.6636,8517.09,-1
bPuQVmLlxDsXrOnX,245,NonPerishable,-1,197,1196.23,0.1,1196.33,597.469,598.761,-1
GZvlmzDcIuxIW,246,NonPerishable,-1,0,4840.83,0.1,4840.93,2178.52,2662.3,-1
HtswXZwGsSrjDsJosQpxcMhP,247,NonPerishable,-1,813,7226.34,0.1,7226.44,1686.63,5539.72,-1
jfLIorkZABOArTmKMDtZnv,248,NonPerishable,-1,116,8075.34,0.1,8075.44,1440.64,6634.71,-1
EesOQqZ,249,NonPerishable,-1,345,2189.96,0.1,2190.06,414.225,1775.73,-1
Ukvy,250,NonPerishable,-1,458,1951.92,0.1,1952.02,376.57,1575.35,-1
jCkRJlVJY,251,NonPerishable,-1,306,8493.68,0.1,8493.78,622.01,7871.67,-1
