Name,ID,Category,Sub-Category,Quantity,Sale Price,Tax,Total Price,Buy Cost,Profit,Expiration Date
FeYPaXaYKMFcQBccoCCvaOQKe,217,NonPerishable,-1,420,5718.17,0.1,6289.99,1534.29,4183.88,-1
FivZgvMtAi,241,NonPerishable,-1,945,7430.09,0.1,8173.1,155.844,7274.25,-1
FubuYYzlPupoU,425,Perishable,-1,182,7371.41,0.1,8108.55,2849.05,4522.36,12/24/2023
GCe,400,Perishable,-1,863,315.836,0.1,347.42,11.8477,303.988,4/8/2030
GDcbiuMWIxiKrYTPAxyOzrvCIN,446,Perishable,-1,983,8229.95,0.1,9052.95,288.823,7941.13,11/10/2024
GDmRQujYZoBlntMzffxTcVrnav,513,Perishable,-1,226,6823.16,0.1,7505.48,2431.03,4392.13,1/18/2032
GGGSZtr,243,NonPerishable,-1,43,1919.72,0.1,2111.69,751.129,1168.59,-1
GJgErkCrc,444,Perishable,-1,761,3154.2,0.1,3469.62,1184.76,1969.44,1/26/2035
GMpgrPUXmbBmxP,509,Perishable,-1,653,8563.69,0.1,9420.06,2119.64,6444.05,3/21/2026
GNuYRAWrIPSFxcfidPzkt,272,NonPerishable,-1,414,4410.68,0.1,4851.75,1460.15,2950.53,-1
GUJdvAoExtySGNDoLMjhqhlZoPytPkjs,329,NonPerishable,-1,923,8591.75,0.1,9450.92,1421.69,7170.06,-1
GZvlmzDcIuxIW,246,NonPerishable,-1,0,4840.83,0.1,5324.91,2178.52,2662.31,-1
GaesleaKnjcPFSUDKhaU,132,NonPerishable,-1,341,8379.1,0.1,9217.01,64.4654,8314.63,-1
GdlcqUoABYdnFOjcSJFnQPv,556,Perishable,-1,358,3387.39,0.1,3726.13,915.628,2471.76,4/14/2031
GrnDjo,524,Perishable,-1,251,1149.86,0.1,1264.85,58.1164,1091.74,1/15/2032
GsmDcLXZ,387,Perishable,-1,771,5104.69,0.1,5615.16,2421.85,2682.84,5/4/2024
GzBRCLYmXjoLvSsqbWolpLYp,147,NonPerishable,-1,223,9165.51,0.1,10082.1,62.4966,9103.01,-1
HCrjlxghCxTYZWEqimwXCkxJYgpqGhBC,580,Perishable,-1,124,128.572,0.1,141.429,35.1644,93.4076,4/28/2026
HEYtCeoeFIozCeJRcONgtcYdNS,209,NonPerishable,-1,725,4304.49,0.1,4734.94,1639.6,2664.89,-1
HScTXkssED,141,NonPerishable,-1,799,1773.12,0.1,1950.43,190.351,1582.77,-1
HWLvC,505,Perishable,-1,431,7811.09,0.1,8592.2,196.028,7615.06,3/28/2031
HfsXRAzEqkq,520,Perishable,-1,595,8231.52,0.1,9054.67,2392.48,5839.04,6/9/2030
Hlx,375,Perishable,-1,33,2487.38,0.1,2736.12,569.216,1918.16,1/8/2033
HrAbywgrljxUm,155,NonPerishable,-1,828,8166.01,0.1,8982.61,2031.39,6134.62,-1
HtswXZwGsSrjDsJosQpxcMhP,247,NonPerishable,-1,813,7226.34,0.1,7948.97,1686.63,5539.71,-1
IDjIIOtcjQHkFSTiVGurGzQyxdIXDgz,266,NonPerishable,-1,220,1762.46,0.1,1938.71,647.474,1114.99,-1
IIdkRDEj,504,Perishable,-1,902,2096.25,0.1,2305.88,810.089,1286.16,11/21/2024
IJtQfledlwyyaYJfIwBSrsus,462,Perishable,-1,295,2534.61,0.1,2788.07,444.683,2089.93,12/13/2024
IKBqDEFhaHZ,239,NonPerishable,-1,723,1855.56,0.1,2041.12,16.3309,1839.23,-1
ILLuNKReYtWZZdT,589,Perishable,-1,233,4932.08,0.1,5425.29,50.8834,4881.2,4/19/2024
IVuWVnHWKtlWjVTDyilaZvaYpXR,540,Perishable,-1,609,6656.72,0.1,7322.39,1970.64,4686.08,11/10/2023
IdnTQIGxuQioxHLN,215,NonPerishable,-1,203,9670.3,0.1,10637.3,1254.89,8415.41,-1
IeAg,409,Perishable,-1,800,614.739,0.1,676.213,307.013,307.726,1/18/2030
IeoCbbbXiAymNsyHuhGygewbvEwvFY,202,NonPerishable,-1,103,3510.78,0.1,3861.86,900.945,2609.84,-1
IhGEGxBbukuILONn,577,Perishable,-1,130,6812.91,0.1,7494.2,2129.52,4683.39,2/4/2027
IhLAzPsaLJsEKZHaqaNjKzUA,270,NonPerishable,-1,240,5967.73,0.1,6564.5,1751.28,4216.45,-1
InQ,140,NonPerishable,-1,659,7750.79,0.1,8525.87,1785.09,5965.7,-1
IuKhX,346,NonPerishable,-1,901,7880.6,0.1,8668.66,1688.1,6192.5,-1
IxEI,360,Perishable,-1,366,7712.32,0.1,8483.55,2966.11,4746.21,4/15/2033
IxvXF,419,Perishable,-1,997,8493.66,0.1,9343.03,155.569,8338.09,5/27/2035
JkuAxiliRrYGgtWtbT,264,NonPerishable,-1,456,5730.17,0.1,6303.19,631.498,5098.67,-1
JqXwTFAC,206,NonPerishable,-1,986,5305.24,0.1,5835.76,247.678,5057.56,-1
JsAfBoDlZNBrsUd,305,NonPerishable,-1,589,4387.1,0.1,4825.81,973.584,3413.52,-1
KC,583,Perishable,-1,233,7246.31,0.1,7970.94,244.14,7002.17,1/10/2030
KCWqNpnFhxzLUlnWTCtxhiIiXWxXm,432,Perishable,-1,446,4951.08,0.1,5446.19,587.872,4363.21,1/2/2023
KCfTGtzJVjxnfNhXXVQwi,573,Perishable,-1,16,2176.84,0.1,2394.52,814.613,1362.23,3/18/2034
KDkPuoBIOZlzMAhOGANtZ,435,Perishable,-1,502,5133.11,0.1,5646.42,1375.58,3757.53,9/6/2029
KJuWkLv,111,NonPerishable,-1,240,8863.69,0.1,9750.06,2437.54,6426.15,-1
KgGyPWAFRYrRPRmHSIfKtSNBGXEwmj,133,NonPerishable,-1,906,504.863,0.1,555.349,101.972,402.891,-1
KqaioVGsafw,128,NonPerishable,-1,432,677.129,0.1,744.842,183.218,493.911,-1
Kx,321,NonPerishable,-1,325,733.205,0.1,806.526,2.56921,730.636,-1
LDzPqLXxC,124,NonPerishable,-1,587,7451.7,0.1,8196.87,2982.46,4469.24,-1
LMBjOzGPZWG,532,Perishable,-1,415,4172.83,0.1,4590.11,1924.81,2248.02,9/4/2028
LXlKUEdTdaWH,304,NonPerishable,-1,44,9341.48,0.1,10275.6,1379.52,7961.96,-1
LnSAwdQEsMmDOyKkR,385,Perishable,-1,417,244.408,0.1,268.849,82.2188,162.189,10/12/2024
LnVDNbkaRWfijZGLvmnh,145,NonPerishable,-1,47,9825.24,0.1,10807.8,1731.35,8093.89,-1
LyfbAWoeFaFOwWEDaIzLfAYMriosCf,456,Perishable,-1,11,4026.24,0.1,4428.86,1247.88,2778.36,2/24/2025
LylM,396,Perishable,-1,88,6429.99,0.1,7072.99,2877.37,3552.62,1/15/2028
LzCLFpvEODDYVUyFtLGA,440,Perishable,-1,197,1159.54,0.1,1275.49,228.65,930.89,5/8/2035
MTkgLUcHgnrtUcSip,205,NonPerishable,-1,610,9038.86,0.1,9942.75,4323.56,4715.3,-1
MtyfVaAiAvDORfhCJGpzjpNsrmwTp,330,NonPerishable,-1,827,6111.01,0.1,6722.11,1791.49,4319.52,-1
NBAZOufMLlVDTPfIAFI,475,Perishable,-1,948,5561.46,0.1,6117.61,1264.49,4296.97,9/10/2027
NCbrWchdHmZgbwKDgfXUgcZ,218,NonPerishable,-1,368,9475.55,0.1,10423.1,3428.63,6046.92,-1
NFJRBkGfcJaYZACw,575,Perishable,-1,282,5873.06,0.1,6460.37,1215.2,4657.86,6/2/2026
NPdhyYppMpAWQpZYzYIFr,168,NonPerishable,-1,84,2475.03,0.1,2722.53,942.969,1532.06,-1
NijVXdfNYFbajw,471,Perishable,-1,855,9736.14,0.1,10709.8,3016.6,6719.54,7/23/2035
NkpnperFZlVU,219,NonPerishable,-1,357,7825.47,0.1,8608.02,957.415,6868.06,-1
NroBTqUWCElDFjwZUSYLagwo,547,Perishable,-1,295,3992.38,0.1,4391.62,318.445,3673.93,8/16/2033
OKRtgUsPSZrNmyXjamo,265,NonPerishable,-1,371,3955.97,0.1,4351.57,994.044,2961.93,-1
OPa,233,NonPerishable,-1,929,9154.09,0.1,10069.5,4555.16,4598.93,-1
OpfnU,576,Perishable,-1,685,269.977,0.1,296.975,14.0761,255.901,10/22/2026
OwshxDdVWqPVxxKwiPOWeALmNGtHUrB,430,Perishable,-1,179,6445.43,0.1,7089.97,1629.1,4816.33,10/2/2025
PIoHHclWuPXFgXjtdyHahiJebvy,204,NonPerishable,-1,383,4072.77,0.1,4480.05,1287.06,2785.71,-1
PMHGWRkDANY,555,Perishable,-1,591,7275.02,0.1,8002.52,1053.61,6221.41,7/21/2024
POTCbcsix,223,NonPerishable,-1,754,3783.98,0.1,4162.38,481.505,3302.47,-1
PPTuMW,279,NonPerishable,-1,68,6103.22,0.1,6713.54,1942.59,4160.63,-1
PRNzCZhvwQAu,286,NonPerishable,-1,311,1842.04,0.1,2026.24,207.79,1634.25,-1
PaQuDlRbDJTZEbpUftOJrdmcL,571,Perishable,-1,700,5712.14,0.1,6283.35,318.963,5393.18,11/11/2024
PagEdsQv,427,Perishable,-1,439,9377.62,0.1,10315.4,730.257,8647.36,8/3/2030
PiGPEFexOWunThor,428,Perishable,-1,933,2618.67,0.1,2880.54,1186.62,1432.05,9/20/2029
PjpNQEzJ,138,NonPerishable,-1,6,3898.29,0.1,4288.12,1814.3,2083.99,-1
PmarUCbvIWARSNhFNnekbfEEZ,372,Perishable,-1,68,5249.97,0.1,5774.97,731.561,4518.41,8/8/2027
PnKlQKJLOxDxI,213,NonPerishable,-1,605,8620.58,0.1,9482.64,2439.28,6181.3,-1
PxcEi,489,Perishable,-1,289,4205.26,0.1,4625.79,1809.45,2395.81,1/11/2023
Q,293,NonPerishable,-1,104,2036.51,0.1,2240.16,457.356,1579.15,-1
QBskdeeGpbvHTaRkMolcSSqhqigMb,563,Perishable,-1,256,4779.98,0.1,5257.98,2197.82,2582.16,6/10/2033
QIpazRWsgywjEjsFPsVF,178,NonPerishable,-1,752,7896.88,0.1,8686.57,43.6115,7853.27,-1
QMuUHNDBLlMuMagway,309,NonPerishable,-1,124,479.01,0.1,526.911,17.0256,461.984,-1
QPvQCCAzZhAXnAzlCgnA,414,Perishable,-1,398,6681.73,0.1,7349.9,1792.64,4889.09,1/25/2029
QUTaILwFoEZcnGzFweJR,522,Perishable,-1,410,7894.71,0.1,8684.18,3691.13,4203.58,12/12/2033
QWNJOyOSz,539,Perishable,-1,52,3742.35,0.1,4116.59,1802.39,1939.96,12/14/2025
QWuanLHRMZX,207,NonPerishable,-1,597,2234.21,0.1,2457.63,724.118,1510.09,-1
Qa,327,NonPerishable,-1,935,8162.38,0.1,8978.62,2403.6,5758.78,-1
RBkoJcylklLv,367,Perishable,-1,783,2444.81,0.1,2689.29,897.576,1547.23,10/14/2029
RMBXqrigxao,484,Perishable,-1,170,8605.42,0.1,9465.96,3124.42,5481,6/13/2035
RRyXwskrfKXjTPHRLnwon,480,Perishable,-1,259,3527.6,0.1,3880.36,869.959,2657.64,8/20/2032
RVj,353,Perishable,-1,855,7312.28,0.1,8043.51,3075.72,4236.56,12/13/2027
RXZHsQcmXcUtGVevM,526,Perishable,-1,345,9302.91,0.1,10233.2,4532.24,4770.67,9/27/2030
RYIDu,326,NonPerishable,-1,360,3537.1,0.1,3890.81,1228.89,2308.21,-1
RZqQm,586,Perishable,-1,985,728.033,0.1,800.836,119.311,608.722,6/20/2034
RjRUYJWcWjrKDlP,421,Perishable,-1,362,1334.69,0.1,1468.16,41.1911,1293.5,11/22/2035
Rmd,291,NonPerishable,-1,430,5637.51,0.1,6201.26,719.197,4918.31,-1
RtK,413,Perishable,-1,153,9497.46,0.1,10447.2,3014.91,6482.55,6/6/2026
SOPZNdfEsTTZoTOeWPaf,221,NonPerishable,-1,693,3783.01,0.1,4161.31,287.125,3495.89,-1
SUdkQCfOZKINjFqZqISeYHyxxJ,113,NonPerishable,-1,469,7198.25,0.1,7918.07,1947.14,5251.11,-1
SW,172,NonPerishable,-1,679,5360.85,0.1,5896.94,2424.55,2936.3,-1
SZWCWXGEm,328,NonPerishable,-1,260,8346.25,0.1,9180.88,706.521,7639.73,-1
SjDaWjXGYIrtAYGYsaQ,179,NonPerishable,-1,493,2310.55,0.1,2541.61,845.571,1464.98,-1
SvfGQZQpNiyJDjVUPOsK,135,NonPerishable,-1,442,2243.35,0.1,2467.68,1028.66,1214.69,-1
Sx,466,Perishable,-1,64,2123.68,0.1,2336.05,275.684,1848,12/5/2030
SzuihAeiOUdCHHJD,195,NonPerishable,-1,739,888.879,0.1,977.767,394.756,494.123,-1
T,594,Perishable,-1,152,9112.63,0.1,10023.9,1509.84,7602.79,3/20/2023
TCOBpw,323,NonPerishable,-1,22,3267.09,0.1,3593.8,1021.36,2245.73,-1
TCjLwxrjeDittOC,289,NonPerishable,-1,347,7378.65,0.1,8116.51,2745.59,4633.06,-1
TEmGdAjOhQYX,370,Perishable,-1,514,1199.56,0.1,1319.52,13.6063,1185.95,5/1/2028
TLqYvNcyvgWSpqK,275,NonPerishable,-1,72,2696.22,0.1,2965.84,1296.8,1399.42,-1
TPGjRZYHylxrMZmH,551,Perishable,-1,885,6900.77,0.1,7590.85,3250.65,3650.12,6/21/2024
TRROIssNgyzpVBgBiLAFoMl,570,Perishable,-1,251,9690.23,0.1,10659.3,624.971,9065.26,2/4/2029
TXeVBjXiRpYSIenZrbiXKaCM,460,Perishable,-1,862,2108.58,0.1,2319.44,524.62,1583.96,6/2/2035
TZYJsFRIqarioYCuNwRHESELzMc,506,Perishable,-1,698,5474.71,0.1,6022.18,2510.94,2963.77,5/26/2024
TlDShCQ,332,NonPerishable,-1,167,7435.38,0.1,8178.92,801.102,6634.28,-1
TmbkfAmGaOHHsuLcfFnEKkCOlX,102,NonPerishable,-1,451,1257.36,0.1,1383.1,375.264,882.096,-1
TtZKWaSGGoREwXWqeekYHKPqJwkr,558,Perishable,-1,840,7949.31,0.1,8744.24,836.944,7112.37,8/23/2027
UBucCOfdUq,431,Perishable,-1,4,5272.94,0.1,5800.23,2319.01,2953.93,3/1/2033
USthLPfKLVkxjgpsTd,476,Perishable,-1,401,217.273,0.1,239,74.7963,142.477,3/19/2029
UZGxENFeUohqnOsD,176,NonPerishable,-1,790,3469.66,0.1,3816.63,1282.42,2187.24,-1
UiKoscAayMAVMAkRGhoPhGquOnFWvHq,536,Perishable,-1,209,304.136,0.1,334.55,116.357,187.779,4/5/2024
Ukvy,250,NonPerishable,-1,458,1951.92,0.1,2147.11,376.57,1575.35,-1
UoDqEYEcKOe,137,NonPerishable,-1,710,2272.89,0.1,2500.18,722.509,1550.38,-1
UoEBxMKeda,216,NonPerishable,-1,62,1752.18,0.1,1927.4,707.325,1044.86,-1
UstbXMcAWqTsKCRU,463,Perishable,-1,655,1164.27,0.1,1280.7,251.445,912.825,12/6/2025
UzpQkIKtt,298,NonPerishable,-1,572,1290.89,0.1,1419.98,99.2035,1191.69,-1
VBIsNUcigbbkzL,449,Perishable,-1,513,4586.76,0.1,5045.44,76.493,4510.27,9/10/2033
VCiwYumrBTCxHGfIjcIOXlmnAsjbD,368,Perishable,-1,135,9131.49,0.1,10044.6,1363.17,7768.32,8/25/2024
VDdamFHwNsJfATTEny,180,NonPerishable,-1,775,7806.37,0.1,8587.01,1279.23,6527.14,-1
VFAOTy,376,Perishable,-1,414,5105.25,0.1,5615.77,1308.14,3797.11,5/2/2034
VKiDOBKTLJAVGdvNuFGpyI,467,Perishable,-1,828,1383.03,0.1,1521.33,33.4784,1349.55,2/23/2032
VMqAatoNtPSTvzHRgdCYlgRfAMQ,127,NonPerishable,-1,436,9349.28,0.1,10284.2,4071.4,5277.88,-1
VQFMDHMdBbCXhTgVNGkqREWwnMSNK,459,Perishable,-1,384,2593.75,0.1,2853.12,367.73,2226.02,9/12/2029
VRMQROp,267,NonPerishable,-1,880,3255.23,0.1,3580.75,1601.34,1653.89,-1
VTKVYytWX,297,NonPerishable,-1,962,7967.37,0.1,8764.11,1586.11,6381.26,-1
VWTkWdS,420,Perishable,-1,484,3955.87,0.1,4351.46,794.148,3161.72,12/17/2029
VhKqAOGSeZhD,349,NonPerishable,-1,743,7914.14,0.1,8705.55,1229.54,6684.6,-1
VuSvMZKzGZNlEhZJCuci,271,NonPerishable,-1,154,411.44,0.1,452.584,30.9094,380.531,-1
VzcLhWNREeFXCD,378,Perishable,-1,732,2577.79,0.1,2835.57,895.176,1682.61,10/1/2029
WQXDmWTtAJLAGICrtCdNrAPocPIW,184,NonPerishable,-1,465,1974.99,0.1,2172.49,288.78,1686.21,-1
WVddykJScOGnqMDyogUyBijvghHvBcde,253,NonPerishable,-1,75,9224.73,0.1,10147.2,1732.35,7492.38,-1
WaMlGMKGdVlCXL,541,Perishable,-1,28,2038.82,0.1,2242.7,137.434,1901.39,8/5/2032
WcfQShqcQ,193,NonPerishable,-1,608,1053.98,0.1,1159.38,476.02,577.96,-1
WsEpQDodGXbPuZnVTrMLlTRxX,501,Perishable,-1,356,3011.39,0.1,3312.53,294.586,2716.8,9/9/2029
WsPivyZjzorTFuIciplylvixlDDT,582,Perishable,-1,905,2474.39,0.1,2721.83,945.826,1528.56,10/7/2033
WtACBmsnLnV,511,Perishable,-1,51,8602.8,0.1,9463.08,135.789,8467.01,10/3/2030
WuVksBnHcPlicpLSoNzvasaDvum,562,Perishable,-1,57,2024.52,0.1,2226.97,498.955,1525.57,7/9/2032
WxHsAqG,481,Perishable,-1,821,3614,0.1,3975.4,1274.17,2339.83,9/3/2023
WyiLDiLpfLTQfoSx,214,NonPerishable,-1,964,8976.51,0.1,9874.16,1038.47,7938.04,-1
WzQJCYlPVdx,369,Perishable,-1,778,1736.43,0.1,1910.07,19.2453,1717.18,12/16/2027
XKYJcpuyHjo,260,NonPerishable,-1,740,6215.48,0.1,6837.03,2242.63,3972.85,-1
XM,398,Perishable,-1,579,5328.23,0.1,5861.05,2510.91,2817.32,12/3/2032
XUj,445,Perishable,-1,104,2001.62,0.1,2201.78,725.967,1275.65,2/10/2028
XWrKlrHoWFiOCfECgeSFtmUGvJQ,569,Perishable,-1,102,9136.88,0.1,10050.6,50.5667,9086.31,1/10/2032
XXf,317,NonPerishable,-1,669,3234.42,0.1,3557.86,171.774,3062.65,-1
XacmSBmDKPuzumJKlTSjhPl,579,Perishable,-1,433,3648.76,0.1,4013.64,1636.58,2012.18,1/11/2035
XdFpQfXRpChImUucqRQpobVEur,341,NonPerishable,-1,71,4807.91,0.1,5288.7,106.46,4701.45,-1
XeZlmhtoaMIyLZRxiNIDbIMMvlIZ,469,Perishable,-1,233,2416.32,0.1,2657.95,646.058,1770.26,11/12/2029
XjQtrJZ,508,Perishable,-1,954,3532.31,0.1,3885.54,24.3388,3507.97,7/3/2023
XyZOmUvGofgrkMPHNpYMXexLs,382,Perishable,-1,630,4890.44,0.1,5379.48,850.314,4040.13,5/6/2026
YEfXbKdPBZVTQmP,311,NonPerishable,-1,661,3631.66,0.1,3994.83,1077.68,2553.98,-1
YHbIUiecAbrkGiLgE,530,Perishable,-1,369,4115.92,0.1,4527.51,1987.36,2128.56,11/16/2031
YRULqUqjxNBUMWU,535,Perishable,-1,50,5711.2,0.1,6282.32,608.25,5102.95,6/22/2033
YVPNhTGzzCfqBeCjYj,596,Perishable,-1,40,3529.13,0.1,3882.04,512.969,3016.16,6/1/2024
YbnGqtxPYbTLgOJLpmdwTQYs,391,Perishable,-1,504,1707.32,0.1,1878.05,567.594,1139.73,5/20/2029
YexWKogGKBplKRfObfnRtardmcIwmsfm,404,Perishable,-1,885,2116.69,0.1,2328.36,709.747,1406.94,7/14/2033
YfxHcaZQVaWBqTEl,362,Perishable,-1,521,8510.45,0.1,9361.5,2458.15,6052.3,1/9/2023
YgQvWWvstJluIQTXMmQpBRFUAd,325,NonPerishable,-1,719,8202.33,0.1,9022.56,3298.41,4903.92,-1
YoTWucodkhhCAtAMyvToqrwQXllgU,516,Perishable,-1,133,993.632,0.1,1093,148.527,845.105,9/18/2034
YqAeZqQOFjFFBr,142,NonPerishable,-1,575,8919.39,0.1,9811.33,3934.28,4985.11,-1
Yr,355,Perishable,-1,694,1245.1,0.1,1369.61,110.498,1134.6,9/11/2030
ZDnBfEqxBkmvteeyBdiiWI,194,NonPerishable,-1,669,3852.48,0.1,4237.73,576.551,3275.93,-1
ZHdWyi,514,Perishable,-1,392,60.4232,0.1,66.4655,23.7888,36.6344,8/16/2027
ZIQDfIuDclBjypMEM,438,Perishable,-1,528,9880.99,0.1,10869.1,3018.94,6862.05,9/15/2035
ZIqB,433,Perishable,-1,492,7178.15,0.1,7895.97,1760.35,5417.8,11/10/2028
ZRduMPtSVTFpDsLEgnHuQuxDWTRBl,201,NonPerishable,-1,401,8859.98,0.1,9745.98,18.528,8841.45,-1
ZdQKghTAI,225,NonPerishable,-1,653,4634.75,0.1,5098.23,354.192,4280.56,-1
ZdmOstOxFBs,177,NonPerishable,-1,65,8969.57,0.1,9866.53,4058.6,4910.97,-1
ZfyZIXbROrmJsinGxrkNNUspJnpUUBuP,402,Perishable,-1,139,6406.22,0.1,7046.84,588.58,5817.64,7/4/2024
ZppPoDRCPdxcYJowobIoBSo,529,Perishable,-1,610,2020.8,0.1,2222.88,874.753,1146.05,3/26/2023
a,500,Perishable,-1,657,5157.94,0.1,5673.73,1794.12,3363.82,4/4/2024
